B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,SCL,QA60,VV,VH,HH,HV,angle,elevation,manganese_proxy,label
617.0,922.0,1235.0,1556.0,1945.0,2476.0,2809.0,2965.0,3170.0,2845.0,3715.0,2710.0,5.0,0.0,-11.28983802605134,-18.730291629102034,0.0,0.0,34.40110397338867,265.0,0.034962595,0
581.5,689.5,901.0,1009.0,1442.5,2134.0,2408.5,2574.5,2737.5,2858.5,2756.0,1824.5,5.0,0.0,-10.579350089759497,-17.149785374653195,0.0,0.0,33.808685302734375,270.0,0.015755655,0
419.5,550.5,783.0,896.5,1453.5,2158.0,2487.0,2442.5,2725.0,2765.0,2481.5,1619.0,5.0,0.0,-4.980859928379326,-12.139137607173652,0.0,0.0,34.764068603515625,329.0,0.015083897,0
613.0,750.5,1036.5,1175.5,1583.5,2345.5,2676.0,2750.0,2924.0,2926.5,2823.0,2210.5,5.0,0.0,-10.625405214162807,-16.704429757697405,0.0,0.0,35.04829025268555,336.0,0.013283677,0
633.0,770.0,1022.0,1209.0,1557.5,2200.5,2515.0,2624.5,2789.5,2847.0,2401.5,1497.0,5.0,0.0,-11.650131409687143,-17.537497147984404,0.0,0.0,37.400657653808594,304.0,0.007766798,0
452.4,652.2222222222222,945.0555555555555,1085.4666666666667,1468.8620689655172,2239.5789473684213,2525.75,2612.4761904761904,2745.6349206349205,2876.909090909091,2739.3333333333335,1882.5,5.0,0.0,-9.54765876542734,-17.642151999565595,0.0,0.0,40.449764251708984,344.0,0.019132959,0
383.5,497.0,681.0,601.0,1178.0,2004.5,2297.5,2522.5,2595.5,2613.5,1986.0,1130.5,4.0,0.0,-8.098638233077285,-14.86632145652592,0.0,0.0,36.250633239746094,343.0,0.016387817,0
678.5,817.0,1095.0,1216.0,1691.0,2492.5,2769.0,2822.0,2968.5,2942.5,2705.5,1906.0,5.0,0.0,-10.065546440717231,-16.899460062214807,0.0,0.0,38.246646881103516,284.0,0.007894127,0
414.42857142857144,470.0,609.875,556.25,984.6666666666666,1819.0,2149.6,2199.472222222222,2398.6666666666665,2520.6666666666665,1962.0,1015.4,4.0,0.0,-8.039682852604649,-14.780657047350125,0.0,0.0,36.617286682128906,357.0,0.006666114,0
472.0,618.0,825.0,904.0,1353.0,2044.5,2309.5,2551.5,2616.0,2633.5,2460.5,1586.0,5.0,0.0,-9.24220750769787,-15.605539890366913,0.0,0.0,30.835350036621094,351.0,0.006772603,0
445.0,523.5,632.0,425.5,421.0,261.5,265.5,225.5,206.5,154.5,128.0,110.5,6.0,0.0,-23.009394139291636,-31.08089779447385,0.0,0.0,38.70560836791992,483.0,0.014131871,0
481.8333333333333,552.4736842105264,798.0714285714286,673.4285714285714,1244.5333333333333,2316.5,2607.4285714285716,2686.15,2865.0,2763.785714285714,2001.0,1171.0,4.0,0.0,-9.970352880626086,-16.89816523857122,0.0,0.0,40.010345458984375,313.0,0.019874103,0
658.5,849.5,1093.0,1112.0,1704.5,2407.5,2719.5,2850.0,2949.5,3051.0,2448.0,1472.0,5.0,0.0,-10.696268884051463,-18.361470784249224,0.0,0.0,37.61686325073242,298.0,0.0041832374,0
710.5,821.0,1081.0,1167.0,1668.0,2425.0,2804.0,2891.5,3096.0,3021.5,2431.5,1469.0,5.0,0.0,-11.371422788834426,-19.496916594536458,0.0,0.0,37.43453598022461,290.0,0.0036686666,0
718.5,921.5,1294.5,1601.0,2008.5,2588.0,2818.5,2947.0,3085.0,3283.0,3512.0,2674.0,5.0,0.0,-14.43517072688624,-21.760129909852747,0.0,0.0,33.59733581542969,277.0,0.031618055,0
614.0,726.5,924.5,1010.0,1460.5,2218.0,2512.5,2627.0,2883.5,2687.0,3079.0,2074.0,5.0,0.0,-10.73533556249205,-17.160761896229467,0.0,0.0,35.05512237548828,335.0,0.020396259,0
768.0,946.0,1256.0,1504.0,1877.0,2276.0,2470.0,2504.0,2688.0,2782.0,3332.0,2655.0,5.0,0.0,-12.546751956206656,-19.422800498252514,0.0,0.0,32.095481872558594,303.0,0.033374555,0
324.0,373.0,514.0,448.5,832.5,1583.5,1884.0,1968.0,2068.5,2224.0,1541.0,823.0,4.0,0.0,-7.6954348281510985,-13.706429729622247,0.0,0.0,33.1409912109375,345.0,0.018274423,0
387.5,391.5,403.5,296.5,297.5,193.5,183.5,168.5,178.0,212.5,143.5,117.5,6.0,0.0,-22.734431428441198,-31.417474292524766,0.0,0.0,36.5570182800293,341.0,0.011099111,0
576.0,670.0,869.0,1025.0,1509.0,2065.0,2331.0,2303.0,2701.0,2790.0,2741.0,2012.0,5.0,0.0,-9.034641089300983,-15.86406456414728,0.0,0.0,31.79529571533203,298.0,0.024524936,0
327.987012987013,442.60869565217394,571.3373493975904,472.68,930.0,1630.625,1889.4666666666667,2001.4166666666667,2144.4545454545455,2233.625,1802.7692307692307,1012.5,4.0,0.0,-7.376250935563412,-14.928738733769602,0.0,0.0,39.22104263305664,467.0,0.006791958,0
569.0493827160494,702.4920634920635,921.1052631578947,927.8,1510.3684210526317,2401.0,2650.1111111111113,2713.4285714285716,2918.75,2881.060606060606,2507.5555555555557,1778.5454545454545,5.0,0.0,-10.655553786524754,-17.553372732520984,0.0,0.0,40.709102630615234,341.0,0.00052822434,0
543.7272727272727,673.2857142857143,926.4545454545455,1173.8333333333333,1565.75,2301.75,2538.5,2596.0,2826.666666666667,2693.0833333333335,3367.0,2471.0,5.0,0.0,-10.179215350840984,-17.357378752214526,0.0,0.0,40.171424865722656,444.0,0.03867698,0
328.40625,437.74074074074076,570.625,440.95,1050.5714285714287,1925.6666666666667,2353.5,2468.3333333333335,2600.4,2763.285714285714,1845.5,850.0,4.0,0.0,-7.1376571820717665,-14.307149468377167,0.0,0.0,32.61375427246094,399.0,0.0260986,0
583.0,753.0,1000.0,1204.0,1567.0,2091.0,2351.0,2482.0,2698.0,2575.0,3142.0,2223.0,5.0,0.0,-11.009013589392012,-16.948913962609787,0.0,0.0,35.70033264160156,290.0,0.033119652,0
540.0,603.2222222222222,808.6153846153846,736.4,1317.4545454545455,2413.2,2731.0,2853.0,2976.75,3150.0,2482.3333333333335,1419.5,4.0,0.0,-2.994701162377243,-10.287663404147958,0.0,0.0,39.00093078613281,391.0,0.0075954907,0
650.5,810.0,1054.5,1214.0,1684.0,2329.5,2662.5,2723.5,2923.0,3043.5,2792.5,1967.5,5.0,0.0,-10.851665738665886,-16.810919139552244,0.0,0.0,35.11073303222656,273.0,0.013344487,0
603.0,735.3,998.0,1100.0,1421.6666666666667,1965.25,2156.5,2220.0,2352.0,2380.0,2190.3333333333335,1672.5,5.0,0.0,-9.17924455244315,-16.090286709931682,0.0,0.0,38.9477424621582,294.0,0.010509537,0
609.0,736.5,954.0,967.8333333333334,1485.5,2228.0,2484.0,2544.0,2727.5,2500.8,2766.4,1907.25,5.0,0.0,-10.974696561500465,-17.887237795696105,0.0,0.0,33.15492248535156,284.0,0.012328906,0
392.0,475.0,638.0,646.5,1063.5,1840.5,2124.0,2257.5,2383.5,2469.0,1932.5,1089.5,5.0,0.0,-7.6582687003012815,-14.069360294262534,0.0,0.0,36.03429412841797,332.0,0.006976834,0
658.5,866.5,1129.5,1343.5,1823.5,2598.5,2853.5,2947.0,3276.0,3043.0,3295.0,2333.5,5.0,0.0,-9.34279603643484,-16.26273775164673,0.0,0.0,37.01308822631836,378.0,0.021370329,0
453.7692307692308,453.72,703.0,612.5,1043.857142857143,2023.0,2357.666666666667,2430.190476190476,2655.3333333333335,2636.5,2163.5,1424.0,4.0,0.0,-8.016276501124702,-15.434209826540394,0.0,0.0,37.83106994628906,425.0,0.003910379,0
652.0,821.0,1111.0,1380.0,1761.0,2250.0,2494.0,2608.0,2754.0,2800.0,3309.0,2420.0,5.0,0.0,-9.902783548220436,-18.168924199308695,0.0,0.0,33.78142547607422,289.0,0.035672933,0
399.0,483.0,583.0,538.0,947.0,1855.0,2168.0,2330.0,2391.0,2581.0,1849.0,1058.0,4.0,0.0,-9.020853247561847,-15.754295887742614,0.0,0.0,36.897918701171875,391.0,0.015947502,0
580.8260869565217,668.5384615384615,801.0,859.8333333333334,1306.8,1882.8333333333333,2079.125,2186.3,2321.0,2346.3333333333335,2256.5,1554.4,5.0,0.0,-7.666165957255852,-15.437119282850398,0.0,0.0,39.60714340209961,307.0,0.008176436,0
451.72222222222223,442.5483870967742,695.5217391304348,702.625,1225.952380952381,1817.0,2010.7142857142858,2142.2916666666665,2214.5263157894738,2255.24,2101.3333333333335,1268.0,4.0,0.0,-7.026546616560671,-14.760534392138233,0.0,0.0,39.72074508666992,520.0,0.010698551,0
502.0,632.0,879.0,850.0,1482.0,2385.0,2749.0,2783.0,3072.0,3196.0,2252.0,1402.0,4.0,0.0,-9.990878569055628,-16.436202330845553,0.0,0.0,43.23902130126953,441.0,0.010375734,0
615.0,657.0,902.0,1003.0,1436.0,2190.0,2461.0,2496.0,2675.0,2661.0,2575.0,1752.0,5.0,0.0,-10.475302487225498,-16.86264677586488,0.0,0.0,30.8118896484375,304.0,0.014167329,0
605.9230769230769,736.5,994.6666666666666,1117.375,1585.3333333333333,2131.0,2363.0,2451.1428571428573,2640.6,2609.0833333333335,2887.0,2034.75,5.0,0.0,-11.417023046253384,-18.190593483322402,0.0,0.0,33.10411834716797,283.0,0.024445048,0
498.0,542.0,709.0,709.0,1177.0,2169.0,2457.0,2578.0,2717.0,2693.0,2278.0,1460.0,5.0,0.0,-9.78979930749615,-15.75622576538126,0.0,0.0,38.07473373413086,404.0,0.004444998,0
621.0,668.0,858.0,1064.0,1412.0,1877.0,2107.0,2027.0,2239.0,2673.0,2497.0,1997.0,5.0,0.0,-10.126003052413958,-15.370741278900624,0.0,0.0,42.8983039855957,317.0,0.027569365,0
591.1666666666666,657.6,881.0,845.0,1330.9666666666667,2194.5714285714284,2483.25,2537.285714285714,2699.0,2649.4,2411.5,1649.6666666666667,5.0,0.0,-10.10158234947292,-17.32309361424409,0.0,0.0,32.34943771362305,282.0,0.001793966,0
544.1304347826087,604.2692307692307,797.9444444444445,864.75,1313.225806451613,1964.3,2219.722222222222,2376.785714285714,2544.1428571428573,2531.8571428571427,2451.6666666666665,1599.125,5.0,0.0,-9.206173562966589,-15.606934457325451,0.0,0.0,33.07358169555664,291.0,0.0116838645,0
556.0,806.0,1107.0,1130.0,1632.0,2356.0,2616.0,2803.0,2888.0,2998.0,2675.0,1900.0,5.0,0.0,-10.261422536554143,-16.27276544948735,0.0,0.0,35.77519607543945,274.0,0.0052181566,0
916.5,1106.0,1473.5,1670.0,2001.0,2302.0,2368.0,2578.0,2533.5,2576.0,2696.0,2118.0,5.0,0.0,-6.923404965683188,-19.696132611691283,0.0,0.0,37.80649185180664,317.0,0.01628335,0
595.1111111111111,794.7692307692307,1097.2857142857142,1423.6666666666667,1778.75,2245.6666666666665,2462.333333333333,2512.2,2759.666666666667,2679.0,3742.5,2957.0,5.0,0.0,-11.827517571909574,-18.729130843780005,0.0,0.0,40.12238311767578,455.0,0.049746104,0
622.0,794.0,1072.0,1218.0,1699.0,2236.0,2497.0,2567.0,2782.0,2770.0,3034.0,2118.0,5.0,0.0,-10.236481179522917,-17.789462310309787,0.0,0.0,30.80990219116211,304.0,0.025718063,0
514.0,590.0,777.5,919.5,1366.5,2127.5,2477.0,2559.0,2714.0,2786.0,2468.0,1563.5,4.5,0.0,-9.715227804620838,-16.481083477231252,0.0,0.0,36.20421600341797,370.0,0.008976149,0
601.0,763.5,1057.0,1091.0,1517.5,2293.0,2619.5,2746.0,2843.0,3088.5,2514.0,1896.5,5.0,0.0,-9.755023321427549,-16.53552668852569,0.0,0.0,38.57236862182617,317.0,0.0025426531,0
515.0,523.0,551.0,393.0,378.0,313.0,306.0,270.0,274.0,314.0,163.0,115.0,6.0,0.0,-20.823986359110535,-29.646881715709696,0.0,0.0,37.438297271728516,314.0,0.018711863,0
700.0,806.0,1033.0,1365.0,1716.0,2082.0,2359.0,2501.0,2573.0,2747.0,3668.0,2700.0,5.0,0.0,-11.007327631662804,-18.37955708289218,0.0,0.0,34.279476165771484,269.0,0.04761436,0
568.875,577.44,843.1304347826087,822.5263157894736,1351.0555555555557,2199.3333333333335,2471.6666666666665,2605.5,2713.8571428571427,2656.4285714285716,2707.0,1782.5,5.0,0.0,-9.152219263663685,-15.781618841058162,0.0,0.0,38.9677619934082,397.0,0.011169433,0
591.0,668.0,923.0,1021.0,1504.0,2223.0,2538.0,2701.0,2959.0,2996.0,3391.0,2313.0,5.0,0.0,-10.735881648209157,-17.75285360422958,0.0,0.0,31.16448211669922,296.0,0.030036569,0
606.8,728.7142857142857,923.6923076923077,1135.0,1499.0,2125.6666666666665,2341.0,2712.5,2669.3333333333335,2754.2,2608.5,1777.6666666666667,5.0,0.0,-11.867108061214047,-18.46633298971178,0.0,0.0,32.877227783203125,293.0,0.009615838,0
338.0,352.0,419.0,332.0,363.0,303.0,290.0,246.0,248.0,333.0,215.0,157.0,7.0,0.0,-23.488259026733548,-29.090848747270677,0.0,0.0,36.067073822021484,297.0,0.00575306,0
684.75,911.9230769230769,1164.111111111111,1449.3333333333333,1884.1666666666665,2425.4,2704.25,2829.5,3125.5,3009.75,3671.0,2742.6666666666665,5.0,0.0,-10.708905934442981,-19.52671787349189,0.0,0.0,34.093841552734375,295.0,0.03310073,0
578.5,657.0,871.0,860.0,1334.0,2088.5,2339.5,2457.0,2604.0,2640.5,2240.5,1428.0,5.0,0.0,-11.242898548260747,-17.074921943395456,0.0,0.0,34.71453094482422,331.0,0.00044614635,0
687.5,774.0,1077.0,1033.0,1520.5,2189.5,2388.0,2490.0,2746.5,2829.5,2363.0,1516.5,5.0,0.0,-9.7565034736723,-18.171155352867842,0.0,0.0,33.973785400390625,308.0,0.004121738,0
445.34615384615387,563.0,740.15,804.0,1246.7692307692307,1945.7142857142858,2141.0,2299.4166666666665,2388.4444444444443,2481.4285714285716,2135.166666666667,1455.7916666666665,5.0,0.0,-8.83580623767305,-15.908433133097365,0.0,0.0,39.878299713134766,319.0,0.0027708444,0
527.0,647.0,867.0,1002.0,1389.0,2006.0,2270.0,2350.0,2502.0,2545.0,2238.0,1446.0,5.0,0.0,-11.456875569900678,-17.51192463553681,0.0,0.0,36.187347412109375,291.0,0.009338685,0
481.85,611.0833333333334,826.5,917.0,1262.6470588235295,1760.2083333333335,1931.2857142857142,1968.6666666666667,2156.0,2230.6923076923076,2032.0,1391.0,5.0,0.0,-10.548143820267462,-17.660805363230242,0.0,0.0,40.2098388671875,325.0,0.014640605,0
573.3809523809524,548.0,672.1818181818181,668.7142857142857,1087.2291666666665,1883.8,2141.0,2339.8333333333335,2432.5,2354.166666666667,2065.0,1225.5,5.0,0.0,-8.824979746512827,-15.771801459380487,0.0,0.0,35.73607635498047,339.0,0.005637244,0
518.4480519480519,481.0,644.1642857142857,665.0,991.1818181818181,1826.5714285714287,2137.6666666666665,2280.4,2365.375,2510.0,2126.5,1401.25,5.0,0.0,-8.544192406839114,-14.910732662470092,0.0,0.0,37.560829162597656,397.0,0.0011372983,0
539.3846153846154,604.9090909090909,793.25,849.25,1332.0,1940.0,2172.166666666667,2260.1666666666665,2389.2,2621.0,2292.75,1458.0,5.0,0.0,-9.155377192294047,-15.335572852238224,0.0,0.0,39.219852447509766,408.0,0.010177525,0
442.1111111111111,535.7,739.25,802.0,1304.857142857143,2222.0,2548.0,2675.0,2922.666666666667,3159.4285714285716,2767.8,1832.5,5.0,0.0,-9.773196566176669,-17.307185325882138,0.0,0.0,39.63493347167969,322.0,0.011975599,0
582.0,640.0,818.0,822.5,1322.0,2088.5,2363.0,2511.5,2679.5,2754.5,2629.0,1683.5,5.0,0.0,-9.139861557370168,-15.942108207735721,0.0,0.0,34.654781341552734,324.0,0.009118289,0
759.6666666666666,630.3333333333334,858.0,886.6666666666666,1383.8,2396.5,2740.5,2883.5,3078.0,2830.0,2482.0,1605.0,5.0,0.0,-11.416152032985412,-16.435235709965543,0.0,0.0,38.84848403930664,314.0,0.0045881444,0
591.7142857142857,749.6,1013.5,1100.0,1401.0,2307.541666666667,2769.5,2803.0,3032.25,2777.0,2275.5,1786.75,5.0,0.0,-11.298572791289969,-18.131904724742412,0.0,0.0,30.78472900390625,314.0,0.004777281,0
518.5,671.5,884.0,940.0,1441.5,2149.0,2461.0,2501.5,2684.0,2607.5,2231.0,1314.0,5.0,0.0,-8.644677193078989,-16.85898831741394,0.0,0.0,34.11406707763672,281.0,7.492951e-05,0
593.0,722.0,957.0,1207.0,1603.0,2052.0,2352.0,2569.0,2704.0,2522.0,3584.0,2495.0,5.0,0.0,-12.513393356932387,-18.5228134905853,0.0,0.0,37.188316345214844,376.0,0.044569723,0
645.0,752.0,994.0,1056.0,1580.0,2134.0,2364.0,2473.0,2681.0,2755.0,2754.0,1934.0,5.0,0.0,-12.057303018492618,-17.676588931283675,0.0,0.0,34.299400329589844,272.0,0.016628202,0
446.3763440860215,569.4857142857143,800.1212121212121,731.8928571428571,1316.787234042553,2589.6363636363635,3023.909090909091,3169.0,3312.25,3170.222222222222,2386.0,1416.8333333333333,4.0,0.0,-9.66934560132048,-16.826365297456924,0.0,0.0,40.73395919799805,359.0,0.019589726,0
323.0,417.0,553.0,491.0,818.0,1605.0,2009.0,2198.0,2204.0,2232.0,1666.0,934.0,4.0,0.0,-7.201334748312509,-14.215021008200173,0.0,0.0,43.37583923339844,625.0,0.02015759,0
517.5,571.5,776.0,704.5,1257.5,2093.0,2366.0,2530.0,2633.5,2536.0,2086.0,1288.0,4.5,0.0,-9.69276270300147,-14.775992367292032,0.0,0.0,35.68093490600586,312.0,0.010538064,0
668.0,815.0,1041.0,1186.0,1569.0,2089.0,2303.0,2454.0,2575.0,2446.0,2849.0,2026.0,5.0,0.0,-10.107091418640506,-17.235506184504203,0.0,0.0,32.12686538696289,301.0,0.021460908,0
355.6,432.2857142857143,597.0,522.3333333333334,930.4333333333334,1714.6666666666667,1942.0,2054.285714285714,2233.666666666667,2208.125,1858.875,1071.5,4.0,0.0,-8.440912535824443,-14.622109295610723,0.0,0.0,40.27671432495117,469.0,0.0045372453,0
470.54545454545456,496.0,650.6666666666666,595.6,1087.25,1918.5,2138.666666666667,2293.0,2407.0,2571.0,1909.5,1049.5,4.0,0.0,-8.106448791486123,-14.733420473856306,0.0,0.0,35.750614166259766,316.0,0.011716106,0
542.0,723.0,966.0,1117.0,1613.0,2266.0,2533.0,2714.0,2902.0,2697.0,2867.0,1886.0,5.0,0.0,-10.12972870887597,-16.393066876114204,0.0,0.0,35.400569915771484,287.0,0.017311145,0
614.0,569.0,797.0,741.0,1265.0,2373.0,2620.0,2749.0,2819.0,2789.0,2229.0,1422.0,4.0,0.0,-7.93662256401406,-13.704427068241875,0.0,0.0,43.40242004394531,308.0,0.011297521,0
659.0,803.0,1122.5,1298.0,1715.0,2397.0,2678.0,2765.0,2988.0,2857.0,3016.0,2223.5,5.0,0.0,-11.12237685400699,-17.68287053409881,0.0,0.0,34.84345626831055,342.0,0.0207518,0
487.0,541.0,672.0,658.0,828.0,974.0,1084.0,970.0,1163.0,2276.0,1385.0,943.0,5.0,0.0,-12.216961937307602,-18.31707007283691,0.0,0.0,35.68955993652344,305.0,0.02673997,0
649.5,711.5,966.0,1085.0,1575.5,2383.5,2746.0,2732.0,3002.0,2754.0,2488.0,1617.5,5.0,0.0,-11.328881311219343,-17.377850994964568,0.0,0.0,37.80940628051758,307.0,0.004329225,0
672.5,840.5,1125.0,1320.5,1781.0,2474.0,2767.0,2855.5,3071.5,3117.0,2544.5,1638.0,5.0,0.0,-11.20759327248261,-19.194612539594164,0.0,0.0,36.99309539794922,286.0,0.0054550245,0
459.5,499.0,634.5,579.0,990.0,1981.0,2291.5,2437.0,2659.5,2656.5,1837.5,1005.5,4.0,0.0,-8.927795947920615,-14.683773303734075,0.0,0.0,35.152713775634766,329.0,0.020580322,0
581.5,786.5,1058.5,1428.5,1895.5,2618.0,2927.0,3097.5,3297.0,2953.0,3729.0,2683.5,5.0,0.0,-13.157333823343954,-19.732192010361047,0.0,0.0,35.85441589355469,272.0,0.03554928,0
450.0568181818182,544.6052631578947,734.6538461538462,734.0370370370371,1246.9375,2205.52,2527.5384615384614,2658.913043478261,2769.5,2877.871794871795,2256.0666666666666,1422.3,5.0,0.0,-7.767160471891767,-17.392814384788657,0.0,0.0,40.75481033325195,357.0,0.007366753,0
668.0,816.0,1042.0,1217.0,1689.0,2189.0,2458.0,2493.0,2697.0,2790.0,2884.0,2051.0,5.0,0.0,-11.439253289895323,-17.79862662668752,0.0,0.0,31.684680938720703,290.0,0.02241491,0
496.0,475.0,651.5,555.0,1087.0,2116.0,2496.5,2740.0,2747.5,2560.0,1754.5,979.0,4.0,0.0,-8.529573456716921,-14.664690786034091,0.0,0.0,31.06751251220703,344.0,0.034321442,0
448.38461538461536,570.3414634146342,702.5121951219512,838.0357142857143,1208.275,1987.4583333333333,2239.7272727272725,2415.833333333333,2590.2727272727275,2740.6666666666665,2412.625,1482.3333333333333,5.0,0.0,-7.823984301880441,-14.298004703767246,0.0,0.0,39.34835433959961,427.0,0.010141674,0
603.9230769230769,805.5714285714286,1001.1428571428571,1207.0,1681.0,2307.666666666667,2546.0,2724.375,2897.75,2772.6,3173.0,2170.25,5.0,0.0,-11.041357655093567,-17.081235879241717,0.0,0.0,34.939361572265625,333.0,0.02354162,0
436.35897435897436,574.0,728.2727272727273,849.75,1184.0689655172414,1898.3333333333333,2090.0,2216.2,2333.1666666666665,2406.4,2061.8571428571427,1434.6666666666667,5.0,0.0,-10.035572435355629,-16.942828578883343,0.0,0.0,39.83290481567383,544.0,0.0045302156,0
565.0,753.0,990.0,1160.0,1549.0,2067.0,2316.0,2429.0,2626.0,2630.0,2926.0,2056.0,5.0,0.0,-10.184239935823932,-18.18719859074339,0.0,0.0,33.30854034423828,294.0,0.027268907,0
462.5,468.5,594.0,487.0,902.0,1791.0,2126.5,2175.5,2397.0,2473.5,1905.0,1045.0,4.0,0.0,-7.475385679675268,-14.61698822835028,0.0,0.0,38.13936233520508,448.0,0.009482281,0
740.625,860.2857142857143,1117.75,1261.125,1626.6153846153845,2302.142857142857,2526.775,2640.8571428571427,2720.416666666667,2750.3333333333335,2748.0,2265.666666666667,5.0,0.0,-5.721872471084492,-16.036866276048308,0.0,0.0,33.756004333496094,297.0,0.0120262215,0
404.5,473.27272727272725,668.0833333333334,600.8,1052.1666666666667,1876.0,2206.0,2287.8,2457.0,2479.3333333333335,1933.2,1029.0,4.0,0.0,-8.036412124002293,-14.977654322475136,0.0,0.0,32.59319305419922,359.0,0.0102275815,0
503.5,541.0,704.5,747.5,1201.0,1932.0,2204.0,2353.0,2505.5,2611.5,2341.5,1570.5,4.5,0.0,-7.879742618426333,-14.974755514106327,0.0,0.0,31.921619415283203,344.0,0.0067140693,0
440.5357142857143,599.3529411764706,863.5,920.5555555555555,1439.3333333333333,2278.4444444444443,2651.818181818182,2723.0,2911.9,2629.4210526315787,2224.5,1420.1666666666667,5.0,0.0,-9.607681910520526,-15.658023484676914,0.0,0.0,39.84397888183594,538.0,0.0065952674,0
643.0,745.0,922.0,942.0,1374.0,2304.0,2628.0,2815.0,2924.0,2903.0,2187.0,1402.0,5.0,0.0,-11.625653662463549,-17.85399836310349,0.0,0.0,30.756202697753906,297.0,0.012709004,0
659.5,777.5,1021.5,1135.5,1637.0,2373.5,2687.0,2947.0,2962.5,2962.0,2447.5,1529.0,5.0,0.0,-11.202225419495548,-19.49218003374014,0.0,0.0,38.08183288574219,293.0,0.004526782,0
478.0967741935484,541.96875,795.5588235294117,728.2,1309.2,2142.7391304347825,2413.5833333333335,2579.625,2702.2,2656.4074074074074,2225.6666666666665,1299.0,5.0,0.0,-8.82253541102995,-15.161503964757667,0.0,0.0,40.630035400390625,475.0,0.006355524,0
571.5,679.0,822.0,946.0,1318.0,1796.5,2028.0,2133.0,2320.5,2233.5,2844.0,1856.0,5.0,0.0,-10.999674165927331,-18.09821773030794,0.0,0.0,35.06148910522461,341.0,0.03162542,0
396.0,513.0,646.0,606.0,998.0,1818.0,2119.0,2260.0,2368.0,2481.0,2036.0,1088.0,4.0,0.0,-7.28846978684932,-14.414496481513124,0.0,0.0,36.840972900390625,372.0,0.005347823,0
693.4761904761905,694.8235294117648,945.8823529411765,1097.6,1449.2857142857142,1902.8333333333333,2206.3333333333335,2142.4,2285.3333333333335,2448.0,2121.3333333333335,1511.0833333333335,5.0,0.0,-9.949546545321374,-17.79677331125021,0.0,0.0,31.6909236907959,287.0,0.0139773935,0
676.0,822.0,1034.0,1303.0,1662.0,2101.0,2455.0,2514.0,2587.0,2848.0,2751.0,2047.0,5.0,0.0,-11.572890655889573,-19.04769305251292,0.0,0.0,31.832778930664062,311.0,0.020697854,0
687.0,805.0,1058.0,1074.0,1589.0,2395.0,2534.5,2742.5,2799.5,2878.0,2264.0,1493.5,5.0,0.0,-10.901936915285585,-18.923862348319304,0.0,0.0,37.13972854614258,287.0,0.0061535845,0
321.1034482758621,436.1111111111111,568.7368421052631,440.23809523809524,973.0,2143.8333333333335,2593.5,2772.25,2877.6666666666665,2896.6,1757.0,844.5,4.0,0.0,-8.57916700605729,-15.896399378466072,0.0,0.0,43.40636444091797,696.0,0.03928464,0
604.0,788.0,1017.0,1205.0,1633.0,2170.0,2429.0,2629.0,2759.0,2511.0,3142.0,2194.0,5.0,0.0,-10.579474327895433,-17.271023963541975,0.0,0.0,37.670616149902344,331.0,0.02623178,0
422.0,491.0,754.0,613.0,1210.0,2160.0,2455.0,2564.0,2738.0,2654.0,2016.0,1047.0,4.0,0.0,-7.0129901194015485,-13.655858034488881,0.0,0.0,35.149688720703125,321.0,0.018016828,0
647.0,727.0,1011.5,1140.5,1616.0,2408.5,2657.0,2877.0,3000.0,2979.0,2479.5,1598.0,5.0,0.0,-10.468478131726737,-17.496836372591765,0.0,0.0,37.85901641845703,299.0,0.0005391262,0
659.0,833.0,1071.5,1350.0,1748.0,2235.5,2503.5,2597.0,2808.5,2763.0,3225.5,2229.0,5.0,0.0,-9.220063137348152,-15.52369446793897,0.0,0.0,43.08314895629883,315.0,0.033556946,0
439.4375,478.57894736842104,605.0434782608696,540.7142857142857,1119.076923076923,1818.4444444444443,2068.777777777778,2160.6666666666665,2352.1428571428573,2242.3684210526317,2001.25,1172.2,4.0,0.0,-6.814064419799932,-14.363426503857074,0.0,0.0,39.339603424072266,540.0,0.0036216944,0
559.25,734.2608695652174,992.4117647058823,1083.92,1597.3,2090.037037037037,2371.5833333333335,2491.8333333333335,2614.5789473684213,2625.5238095238096,2778.125,2111.166666666667,5.0,0.0,-10.009170330879659,-18.298741852053773,0.0,0.0,40.351497650146484,323.0,0.017428793,0
411.55555555555554,471.2,635.8071428571428,602.75,1059.2,1755.0,2082.5,2266.625,2362.0,2345.5,1980.0,1146.0,4.0,0.0,-8.374534338688287,-15.325010323461207,0.0,0.0,36.302608489990234,341.0,0.0064416267,0
407.0,549.5,697.5,771.0,1174.0,1561.0,1795.0,1858.0,2041.5,2133.5,2265.5,1527.0,5.0,0.0,-8.088727834942128,-16.098375695012376,0.0,0.0,42.557273864746094,348.0,0.024051614,0
542.0,617.0,814.0,848.0,1284.0,2055.0,2374.0,2533.0,2677.0,2769.0,2543.0,1537.0,5.0,0.0,-9.03809720118343,-15.817534237251845,0.0,0.0,31.020599365234375,308.0,0.008378304,0
626.0,722.0,942.5,1161.0,1516.5,2004.0,2231.5,2404.0,2461.5,2517.5,3071.5,2326.5,5.0,0.0,-10.03203276849388,-17.322202128139807,0.0,0.0,30.748136520385742,320.0,0.031923067,0
